Class	Continent1	Continent2	Country1	Country2	Country3	Family	funfact	Genus	git_url	HEIGHT	HEIGHT_IN_INCH	Infraclass	Kingdom	LENGTH	Life Span	name	Order	Phylum	Population size	POPULATION STATUS	Population Trend	SPECIES	SPEED_IN_MPH	Subclass	Subfamily	Subgenus	Suborder	Superorder	TOP SPEED	Tribe	url	WEIGHT	WEIGHT_IN_OZ	WEIGHT_IN_POUND	WINGSPAN
Aves	North America	Countries	Canada	Mexico	United States	Strigidae	 Spotted owls have blackish-brown eyes while most owls have yellow or red-orange eyes.	Strix	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Spotted-Owl.jpg	40 cm	16.93 inches	Neognathae	Animalia	43 cm	16-21 yrs	Spotted Owl	Strigiformes	Chordata	"15,000"	Near Threatened (NT)	Decreasing	Strix occidentalis	18.02 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	29 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/BF7SZDqXgax9ddX0Zhtf.jpg	600 g	21.16 oz	1.32 pounds	114 cm
Aves	North America	Countries	Canada	Mexico	United States	Strigidae	 The Barred owl is the only true owl of the eastern United States which has brown eyes; all others have yellow eyes.	Strix	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Barred-Owl.jpg	40 cm	15.75-24.8 inches	Neognathae	Animalia	40-63 cm	10-23 yrs	Barred Owl	Strigiformes	Chordata	3 Mln	Least Concern (LC)	Increasing	Strix varia	49.71 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	80 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/md0YxzqGBdRjWyK0nWlL.jpg	"468-1,150 g"	16.51-40.57 oz	1.03-2.54 pounds	96-125 cm
Aves	North America	Countries	Canada	Mexico	United States	Strigidae	" The Eastern screech owl's plumage ranges in color from gray to brown and to even red or rufous. Even owlets from the same nest may be of a different color. While the gray morph provides remarkably effective camouflage amongst the bark of hardwood trees, red morphs may find security in certain pine trees and the colorful leaves of changing deciduous trees."	Megascops	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Eastern-Screech-Owl.jpg	25-30 cm	6.3-9.84 inches	Neognathae	Animalia	16-25 cm	14-20 yrs	Eastern Screech Owl	Strigiformes	Chordata	"5,60,000"	Least Concern (LC)	Decreasing	Megascops asio	44.74 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	72 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/eastern-screech-owl-megascops-asio-1.jpg	121-244 g	4.27-8.61 oz	0.27-0.54 pounds	46-61 cm
Aves	North America	Countries	Canada	Mexico	United States	Strigidae	" The word â€œpygmyâ€ in the name of the bird means ""small"". Being only 15-17 cm tall, this tiny owl is one of the smallest in North America. However, despite its size, the Northern pygmy owl is fierce and doesn't hesitate to prey on birds and mammals larger than itself."	Glaucidium	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Northern-Pygmy-Owl.jpg	40 cm	5.91-6.69 inches	Neognathae	Animalia	15-17 cm	6-7 yrs	Northern Pygmy Owl	Strigiformes	Chordata	"80,000"	Least Concern (LC)	Increasing	Glaucidium californicum	37.28 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	60 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/so-tiny-the-pygmy-owl-is-the-size-of-a-robinrounder-and-arguably-more-intimidating.jpg	62-73 g	2.19-2.58 oz	0.14-0.16 pounds	38 cm
Aves	North America	Countries	Canada	Mexico	United States	Trochilidae	" Anna's hummingbird was named after a French courtier Anna MassÃ©na, Duchess of Rivoli."	Calypte	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Anna's-Hummingbird.jpg	45-50 cm	3.94-4.33 inches	Neognathae	Animalia	10-11 cm	8.5 yrs	Anna's Hummingbird	Apodiformes	Chordata	1.5-5 mln	Least Concern (LC)	Increasing	Calypte anna	44.74 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	72 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/annas-hummingbird-ii-palo-alto.jpg	4-4.5 g	0.14-0.16 oz	0.01-0.01 pounds	114-121 mm
Aves	North America	Countries	Canada	Mexico	United States	Trochilidae	" Black-chinned hummingbirds are often mistaken for Anna's, Lucifer, broad-tailed, and Costa's hummingbirds as they often hybridize with these birds."	Archilochus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Black-Chinned-Hummingbird.jpg	40-72 cm	3.15-3.74 inches	Neognathae	Animalia	8-9.5 cm	10-11 yrs	Black-Chinned Hummingbird	Apodiformes	Chordata	5 mln	Least Concern (LC)	Increasing	Archilochus alexandri	29.83 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	48 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/gIQgQiPmxJ6uiu5hvutT.jpg	3-3.5 g	0.11-0.12 oz	0.01-0.01 pounds	11 cm
Aves	North America	Countries	Canada	United States	Mexico	Laridae	" Contrary to its name, the California gull is the state bird of Utah."	Larus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/California-Gull.jpg	40 cm	18.11-21.65 inches	Neognathae	Animalia	46-55 cm	4-24 yrs	California Gull	Charadriiformes	Chordata	"500,000-1 M"	Least Concern (LC)	Decreasing	Larus californicus	37.28 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	60 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/siZjJe0lIdgA33S1pKmz.jpg	"430-1,045 g"	15.17-36.86 oz	0.95-2.3 pounds	122-137 cm
Aves	North America	Countries	Mexico	Belize	Costa Rica	Psittacidae	" The name of this curious and intelligent bird is derived from Ancient Greek rhynchos (""beak"") and psittakos (""parrot"") and Greek pachy- (""thick"") and rhynchos (""beak""), hence a ""thick-beaked parrot""."	Rhynchopsitta	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Thick-Billed-Parrot.jpg	25-30 cm	14.17-18.11 inches	Neognathae	Animalia	 38-40 cm	40 yrs	Thick-Billed Parrot	Psittaciformes	Chordata	"2,000-2,800"	Endangered (EN)	Decreasing	Rhynchopsitta pachyrhyncha	31.07 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	50 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/oUdffOshd7eNrDpVjEJZ.jpg	314-373 g	11.08-13.16 oz	0.69-0.82 pounds	35-40 cm
Aves	North America	Countries	Mexico	Brazil	Costa Rica	Cuculidae	" The scientific name of the Great roadrunner means ""Californian earth-cuckoo""."	Geococcyx	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Greater-Roadrunner.jpg	25-30 cm	20.47-24.41 inches	Neognathae	Animalia	52-62 cm	7-8 yrs	Greater Roadrunner	Cuculiformes	Chordata	1.1 mln	Least Concern (LC)	Stable	Geococcyx californianus	26.1 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	42 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/greater-roadrunner-1-5-26-17.jpg	221-538 g	7.8-18.98 oz	0.49-1.19 pounds	40-50 cm
Aves	North America	Countries	Mexico	Costa Rica	Nicaragua	Momotidae	" The Blue-crowned motmot's tail is often called ""racket""-like. In fact the feathers don't grow in that way it is the bird prunes them down to create this distinctive shape."	Momotus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Blue-Crowned-Motmot.jpg	40 cm	14.96-16.93 inches	Neognathae	Animalia	38-43 cm	20 yrs	Blue-Crowned Motmot	Coraciiformes	Chordata	5-50 mln	Least Concern (LC)	Decreasing	Momotus coeruliceps	60.89 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	98 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/blue-crowned-motmot-momotus-momota-3.jpg	77-175 g	2.72-6.17 oz	0.17-0.39 pounds	23-32 cm
Aves	North America	Countries	Mexico	Indonesia	Malaysia	Corvidae	" Many refer to scrub-jays as ""blue jays"", however, the blue jay is completely a different species of bird."	Aphelocoma	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Western-Scrub-Jay.jpg	40-72 cm	10.63-12.2 inches	Neognathae	Animalia	27-31 cm	9-19 yrs	Western Scrub-Jay	Passeriformes	Chordata	Unknown	Least Concern (LC)	Stable	Aphelocoma californica	59.03 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	95 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/california-scrub-jay-13.jpg	80 g	2.82 oz	0.18 pounds	39 cm
Aves	North America	Countries	Mexico	United States	Canada	Charadriidae	" The word plover came from a Latin 'pluvia' which means 'rain'. In Medieval England, some migratory birds became known as plovers because they returned to their breeding grounds each spring with rain."	Charadrius	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Mountain-Plover.jpg	25-30 cm	7.87-9.45 inches	Neognathae	Animalia	20-24 cm	10 yrs	Mountain Plover	Charadriiformes	Chordata	15-20 thou	Near Threatened (NT)	Decreasing	Charadrius montanus	39.77 miles/hr	Neornithes	Halcyoninae	Licmetis	Lari	Neoaves	64 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/mountain-plover.jpg	105 g	3.7 oz	0.23 pounds	44.5-49.5 cm
Aves	North America	Countries	Mexico	United States	Canada	Laridae	" Western gulls take approximately four years to reach their full plumage, their layer of feathers and the patterns and colors on the feathers."	Larus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Western-Gull.jpg	40 cm	21.65-26.77 inches	Neognathae	Animalia	55-68 cm	15-25 yrs	Western Gull	Charadriiformes	Chordata	"115,5-118,5K"	Least Concern (LC)	Increasing	Larus occidentalis	37.28 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	60 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/qy9PDSckzieUeKVAM6Sg.jpg	"800-1,400 g"	28.22-49.38 oz	1.76-3.09 pounds	130-144 cm
Aves	North America	Countries	New Zealand	Canada	Mexico	Apterygidae	 The Northern brown kiwi is the only species of kiwi found internationally in zoos.	Apteryx	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Northern-Brown-Kiwi.jpg	40 cm	2.76-3.94 inches	Neognathae	Animalia	7-10 cm	30-40 yrs	Northern Brown Kiwi	Apterygiformes	Chordata	"26,550"	Vulnerable (VU)	Stable	Apteryx mantelli	29.83 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	48 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/GpbsVpDR9dL7kirZ24AF.jpg	2.2-2.8 kg	77.6-98.77 oz	4.85-6.17 pounds	11 cm
Aves	North America	Countries	United States	Antigua and Barbuda	Austria	Passerellidae	" The Henslow's sparrow was named by John James Audubon in honor of John Stevens Henslow (a British priest, botanist, and geologist)."	Centronyx	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Henslow's-Sparrow.jpg	1.3 m	4.33-5.12 inches	Neognathae	Animalia	11-13 cm	6.6 yrs	Henslow's Sparrow	Passeriformes	Chordata	390-410 thou	Least Concern (LC)	Increasing	Centronyx henslowii	47.85 miles/hr	Neornithes	Halcyoninae	Licmetis	Lari	Neoaves	77 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/henslows-sparrow-7.jpg	10-15 g	0.35-0.53 oz	0.02-0.03 pounds	20 cm
Aves	North America	Countries	United States	Bhutan	India	Psittacidae	" The Carolina parakeet was the only indigenous parrot within its range, as well as one of only two parrots native to the United States. The other one is the Thick-billed parrot."	Conuropsis	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Carolina-Parakeet.jpg	45-50 cm	12.6-13.39 inches	Neognathae	Animalia	32-34 cm	35 yrs	Carolina Parakeet	Psittaciformes	Chordata	"1,00,000"	Extinct (EX)	Stable	Conuropsis carolinensis	9.94 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	16 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/n32-w1150.jpg	280 g	9.88 oz	0.62 pounds	53-58 cm
Aves	North America	Countries	United States	Canada	Mexico	Motacillidae	" The Sprague's pipit was named by John James Audubon (American ornithologist, naturalist, and painter) for Isaac Sprague; he was an artist who accompanied J. J. Audubon on his trip up the Missouri River."	Anthus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Sprague's-Pipit.jpg	25-30 cm	3.94-5.91 inches	Neognathae	Animalia	10-15 cm	2-23 yrs	Sprague's Pipit	Passeriformes	Chordata	1.2 mln	Vulnerable (VU)	Decreasing	Anthus spragueii	24.85 miles/hr	Neornithes	Halcyoninae	Licmetis	Lari	Neoaves	40 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/spragues-pipit.jpg	22-26 g	0.78-0.92 oz	0.05-0.06 pounds	76-83 mm
Aves	North America	Countries	United States	Canada	Mexico	Odontophoridae	 The Mountain quail is the largest of all quail species that are found in the United States.	Oreortyx	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Mountain-Quail.jpg	25-30 cm	10.24-11.02 inches	Neognathae	Animalia	26-28 cm	1-4 yrs	Mountain Quail	Galliformes	Chordata	160-260 thou	Least Concern (LC)	Stable	Oreortyx pictus	39.77 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	64 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/mountain-quail-1.jpg	189-262 g	6.67-9.24 oz	0.42-0.58 pounds	35-40 cm
Aves	North America	Countries	United States	Canada	Mexico	Trochilidae	 Rufous hummingbirds nest further north (Alaska) than any other hummingbird.	Selasphorus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Rufous-Hummingbird.jpg	45-50 cm	2.76-3.54 inches	Neognathae	Animalia	7-9 cm	4-8 yrs	Rufous Hummingbird	Apodiformes	Chordata	19 Mln	Near Threatened (NT)	Decreasing	Selasphorus rufus	29.83 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	48 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/rufous-hummingbird-perched.jpg	2-5 g	0.07-0.18 oz	0.0-0.01 pounds	11 cm
Aves	North America	Countries	United States	Canada	Mexico	Trochilidae	 The Calliope hummingbird was named after the Greek muse of eloquence and epic poetry Calliope.	Selasphorus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Calliope-Hummingbird.jpg	40-72 cm	2.76-3.94 inches	Neognathae	Animalia	7-10 cm	8 yrs	Calliope Hummingbird	Apodiformes	Chordata	1-4.5 mln	Least Concern (LC)	Stable	Selasphorus calliope	29.83 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	48 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/hummers-june-15-2016-084.jpg	2-3 g	0.07-0.11 oz	0.0-0.01 pounds	11 cm
Aves	North America	Countries	United States	Chile	Cuba	Phasianidae	 The Lesser prairie chicken was first described in 1873 by Robert Ridgway who was an American ornithologist.	Tympanuchus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Lesser-Prairie-Chicken.jpg	25-30 cm	14.96-16.14 inches	Neognathae	Animalia	38-41 cm	1-5 yrs	Lesser Prairie Chicken	Galliformes	Chordata	22-41 thou	Vulnerable (VU)	Decreasing	Tympanuchus pallidicinctus	31.07 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	50 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/lesser-prairie-chicken-in-the-red-hills.jpg	628-813 g	22.15-28.68 oz	1.38-1.79 pounds	63 cm
Aves	North America	Countries	United States	El Salvador	Guatemala	Strigidae	 The Elf owl is the world's lightest owl and it is also the world's smallest owl.	Micrathene	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Elf-Owl.jpg	40 cm	4.92-5.71 inches	Neognathae	Animalia	12.5-14.5 cm	3-10 yrs	Elf Owl	Strigiformes	Chordata	190-200 thou	Least Concern (LC)	Decreasing	Micrathene whitneyi	74.56 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	120 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/elf-owl-micrathene-whitneyi-1.jpg	40 g	1.41 oz	0.09 pounds	27 cm
Aves	North America	Countries	United States	Honduras	Nicaragua	Phasianidae	" Greater prairie chickens are not afraid of severe winter weather. When the snow is thick they ""dive"" into the snow to keep warm."	Tympanuchus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Greater-Prairie-Chicken.jpg	25-30 cm	16.93 inches	Neognathae	Animalia	43 cm	2-3 yrs	Greater Prairie Chicken	Galliformes	Chordata	"7,00,000"	Vulnerable (VU)	Decreasing	Tympanuchus cupido	44.74 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	72 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/greater-prairie-chicken-tympanuchus-cupido-9.jpg	700-1200 g	24.69-42.33 oz	1.54-2.65 pounds	55-62 cm
Aves	North America	Countries	United States	Regions	Florida	Corvidae	 The Florida scrub-jay is known to have been present in Florida as a distinct species for at least 2 million years and is possibly derived from the ancestors of Woodhouse's scrub-jay.	Aphelocoma	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Florida-Scrub-Jay.jpg	40 cm	9.06-11.02 inches	Neognathae	Animalia	23-28 cm	4-15 yrs	Florida Scrub-Jay	Passeriformes	Chordata	"6,000-9,000"	Vulnerable (VU)	Decreasing	Aphelocoma coerulescens	74.56 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	120 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/7FXgBHWwFQwFvZajg5xh.jpg	66-92 g	2.33-3.25 oz	0.15-0.2 pounds	33-36 cm
Aves	North America	Europe	Afghanistan	Algeria	Andorra	Corvidae	" Apart from its greater size, the Common raven differs from its cousins, the crows, by having a larger and heavier black beak, shaggy feathers around the throat and above the beak, and a wedge-shaped tail. Despite their bulk, ravens are easily as agile in flight as their smaller cousins. In flight the feathers produce a creaking sound that has been likened to the rustle of silk."	Corvus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Common-Raven.jpg	20 cm	21.26-26.38 inches	Neognathae	Animalia	54-67 cm	13-44 yrs	Common Raven	Passeriformes	Chordata	16 mln	Least Concern (LC)	Increasing	Corvus corax	39.77 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	64 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/UElHP9jxOPCRWCjxvMQW.jpg	0.7-2 kg	24.69-70.55 oz	1.54-4.41 pounds	115-150 cm
Aves	North America	Europe	Afghanistan	Azerbaijan	Bulgaria	Alaudidae	" The specific name of the Horned lark 'alpestris' comes from Latin and means 'of the high mountains', from Alpes, the Alps."	Eremophila	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Horned-Lark.jpg	25-30 cm	6.3-7.87 inches	Neognathae	Animalia	16-20 cm	5-8 yrs	Horned Lark	Passeriformes	Chordata	140 mln	Least Concern (LC)	Decreasing	Eremophila alpestris	39.77 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	64 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/horned-lark-sisters-oregon-s4e7392.jpg	28-48 g	0.99-1.69 oz	0.06-0.11 pounds	30-34 cm
Aves	North America	Europe	Albania	Algeria	Antigua and Barbuda	Falconidae	 Merlins were once known as the â€œPigeon hawkâ€ in North America because they resemble a pigeon in flight.	Falco	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Merlin.jpg	40-72 cm	9.45-12.99 inches	Neognathae	Animalia	24-33 cm	7-10 yrs	Merlin	Falconiformes	Chordata	"30,00,000"	Least Concern (LC)	Stable	Falco columbarius	29.83 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	48 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/gsC1uvpWws2s36qpJBRv.jpg	125-300 g	4.41-10.58 oz	0.28-0.66 pounds	50-73 cm
Aves	North America	Europe	Albania	Austria	Bangladesh	Anatidae	" Common mergansers are often known as ""sawbills"" due to serrated edges to their bills that help the birds grip their prey."	Mergus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Common-Merganser.jpg	40 cm	22.83-28.35 inches	Neognathae	Animalia	58-72 cm	13 yrs	Common Merganser	Anseriformes	Chordata	Unknown	Least Concern (LC)	Increasing	Mergus merganser	43.5 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	70 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/PM6x8kX1ujAvlPhig9CR.jpg	0.9-2 kg	31.75-70.55 oz	1.98-4.41 pounds	78-97 cm
Aves	North America	Europe	Algeria	Canada	Denmark	Alcidae	" Due to the striking appearance, large colorful bill, waddling gait, and their behavior Atlantic puffins have been given a number of endearing names including ""clowns of the sea"" and ""sea parrots"", and juvenile puffins may be called ""pufflings""."	Fratercula	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Atlantic-Puffin.jpg	20 cm	11.02-11.81 inches	Neognathae	Animalia	28-30 cm	20-30 yrs	Atlantic Puffin	Charadriiformes	Chordata	12-14 mln	Vulnerable (VU)	Decreasing	Fratercula arctica	54.68 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	88 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/76srXIl7bKmSl3Gb6Mj5.jpg	500 g	17.64 oz	1.1 pounds	44-47 cm
Aves	North America	Europe	Andorra	Austria	Azerbaijan	Accipitridae	 The Northern goshawk is the only raptor in its genus found in both Eurasia and North America.	Accipiter	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Northern-Goshawk.jpg	40 cm	18.11-27.17 inches	Neognathae	Animalia	46-69 cm	19-29 yrs	Northern Goshawk	Accipitriformes	Chordata	1-2.5 mln	Least Concern (LC)	Increasing	Accipiter gentilis	60.89 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	98 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/SGXqvBPWrHrD6o2pVj2w.jpg	"500-2,200 g"	17.64-77.6 oz	1.1-4.85 pounds	89-127 cm
Aves	North America	Europe	Andorra	Austria	Azerbaijan	Strigidae	" In Europe, the Boreal owl is known as Tengmalm's owl after Swedish naturalist Peter Gustaf Tengmalm or, more rarely, Richardson's owl after Sir John Richardson."	Aegolius	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Boreal-Owl.jpg	25-30 cm	8.66-10.63 inches	Neognathae	Animalia	22-27 cm	7-8 yrs	Boreal Owl	Strigiformes	Chordata	"700,000-2.4M"	Least Concern (LC)	Stable	Aegolius funereus	44.74 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	72 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/boreal-owl-3.jpg	93-215 g	3.28-7.58 oz	0.21-0.47 pounds	50-62 cm
Aves	North America	Europe	Austria	Azerbaijan	Belgium	Anatidae	" The scientific name of the Long-tailed duck is derived from Latin clangere, ""to resound"", and hyemalis, ""of winter""."	Clangula	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Long-Tailed-Duck.jpg	40 cm	12.2-15.75 inches	Neognathae	Animalia	440-600 mm	15 yrs	Long-Tailed Duck	Anseriformes	Chordata	"3,2-3,7 mln"	Vulnerable (VU)	Decreasing	Clangula hyemalis	37.28 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	60 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/rSnQLLax5lmE1bi6DhRq.jpg	740 g	26.1 oz	1.63 pounds	710 mm
Aves	North America	Europe	Belarus	Czech Republic	Estonia	Phasianidae	" The Willow ptarmigan's scientific name, Lagopus lagopus comes from Ancient Greek lagos (Î»Î±Î³Ï‰Ï‚) 'hare' and pous (Ï€Î¿Ï…Ï‚) 'foot', in reference to the bird's feathered feet which allow it to stay warm on the frozen ground."	Lagopus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Willow-Ptarmigan.jpg	25-30 cm	13.78-17.32 inches	Neognathae	Animalia	35-44 cm	9 yrs	Willow Ptarmigan	Galliformes	Chordata	40 Mln	Least Concern (LC)	Decreasing	Lagopus lagopus	31.07 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	50 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/willow-ptarmigan-lagopus-lagopus-3.jpg	430-810 g	15.17-28.57 oz	0.95-1.79 pounds	60-65 cm
Aves	North America	Europe	Belgium	Cuba	Faroe Islands	Gaviidae	" The Common loon is the provincial bird of Ontario, and it appears on Canadian currency, including the one-dollar ""loonie"" coin and a previous series of $20 bills."	Gavia	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Common-Loon.jpg	40 cm	25.98-35.83 inches	Neognathae	Animalia	66-91 cm	30 yrs	Common Loon	Gaviiformes	Chordata	612-640 thou	Least Concern (LC)	Stable	Gavia immer	74.56 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	120 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/GQ4RqP8ekHsiKcIKq8Hl.jpg	2-7.6 kg	70.55-268.08 oz	4.41-16.76 pounds	127-147 cm
Aves	North America	Europe	Belgium	Czech Republic	France	Anatidae	" The scientific name of the Pink-gooted goose comes from the ancient Greek brachus ""short"" and rhunchos ""bill""."	Anser	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Pink-Footed-Goose.jpg	40 cm	23.62-29.53 inches	Neognathae	Animalia	60-75 cm	20 yrs	Pink-Footed Goose	Anseriformes	Chordata	"4,10,000"	Least Concern (LC)	Increasing	Anser brachyrhynchus	37.28 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	60 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/spetsbergsgs-pink-footed-goose.jpg	1.8-3.4 kg	63.49-119.93 oz	3.97-7.5 pounds	135-170 cm
Aves	North America	Europe	Canada	United States	Mexico	Anatidae	" The Harlequin duck takes its name from Harlequin (French Arlequin, Italian Arlecchino), a colorfully dressed character in Commedia dell'arte. The scientific name 'Histrionicus histrionicus' comes from the Latin word ""histrio"", ""actor""."	Histrionicus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Harlequin-Duck.jpg	40 cm	18.9-25.59 inches	Neognathae	Animalia	380-430 mm	12-14 yrs	Harlequin Duck	Anseriformes	Chordata	190-380 thou	Least Concern (LC)	Increasing	Histrionicus histrionicus	37.28 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	60 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/veKmRIqoFzzW7QebqCbM.jpg	600 g	21.16 oz	1.32 pounds	660 mm
